取込対象	内部振替	OCR元ファイルID	OCR元ファイル名	ページ	行番号	日付	金額	摘要	相手	科目	OCR方式
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	198	2025-06-30	221917	日本政策公庫 日本政策公庫	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	209	2025-06-30	4539820	ｷﾞﾌﾞﾘ356145 ｵﾘｺｵｰﾄﾘｰｽ(地蔵院) ｷﾞﾌﾞﾘ356145 ｵﾘｺｵｰﾄﾘｰｽ(地蔵院)	広島銀行② その他	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	212	2025-06-30	248765	ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 5月分 ｳﾙﾄｼﾞｬﾊﾟﾝ㈱ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	213	2025-06-30	170827	㈱福山自動車用品商会 5月分 ㈱福山自動車用品商会 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	214	2025-06-30	925246	東邦自動車㈱ 5月分 東邦自動車㈱ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	215	2025-06-30	528	㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 5月分 ㈱ﾖｺﾊﾏﾀｲﾔｼﾞｬﾊﾟﾝ 5月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	216	2025-06-30	17844	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 5月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 5月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	217	2025-06-30	331540	ｶｰﾋﾞｭｰﾃｨｰｱｲｽﾞ 5月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	218	2025-06-30	1106930	幸陽板金塗装㈲ 5月分 買掛金 車両	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	219	2025-06-30	205000		料 事務手数料 料 事務手数料 もみじ福山支店 NPO	福山ｽﾎﾟｰﾂ雇用ｻﾎﾟｰﾄｾﾝﾀｰ様 ﾕﾆﾌｫｰﾑ広告 福山ｽﾎﾟｰﾂ雇用ｻﾎﾟｰﾄｾﾝﾀｰ様 ﾕﾆﾌｫｰﾑ広告 未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	239	2025-06-30	65000	大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 7月分 大和ﾘﾋﾞﾝｸﾞ 但井 家賃立替分 7月分	広島銀行② 但井	立替金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	240	2025-06-30	160000	ｳﾂﾐ屋証券 CB家賃 7月分 ｳﾂﾐ屋証券 CB家賃 7月分	広島銀行② ウツミ屋証券㈱31 CB 仕課内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	241	2025-06-30	165000	吉野ｶﾞﾚｰｼﾞ 7月分家賃 吉野ｶﾞﾚｰｼﾞ 7月分家賃	広島銀行② 吉野ｶﾞﾚｰｼﾞ 本社 免80仕共内10	賃借料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	295	2025-06-30	9800	㈲AIｸﾘｰﾝｻｰﾋﾞｽ 5月分 ㈲AIｸﾘｰﾝｻｰﾋﾞｽ 5月分	広島銀行② AIクリーン31 CB-整備 仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	296	2025-06-30	1386	ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 5月分 ｴﾇｼﾞｪｲﾋﾞｨ事業協同組合 5月分	広島銀行② CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	297	2025-06-30	11000	ｵｰﾄﾞﾘｰ花 5月分 ｵｰﾄﾞﾘｰ花 5月分	広島銀行② 来客時経費31 ﾏｾﾗﾃｨ福山-車両仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	5	298	2025-06-30	112752	㈱ｽﾀｯﾌｻｰﾋﾞｽ 5月分 ㈱ｽﾀｯﾌｻｰﾋﾞｽ 5月分	広島銀行② 本社 仕共内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	299	2025-06-30	7182	㈱野田商店 5月分 ㈱野田商店 5月分	広島銀行② 来客時経費31 本社 軽仕共内8	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	300	2025-06-30	36300	㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 5月分 ㈱ﾘｸﾙーﾄｶｰｾﾝｻｰ 5月分	広島銀行② カーセンサー費用CB 仕課内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	301	2025-06-30	9900	ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 5月分 ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ㈱ 5月分	広島銀行② ﾜｰﾙﾄﾞﾕｰﾃｨﾘﾃｨ 本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	302	2025-06-30	19360	㈱ﾔﾏｻ 5月分 ㈱ﾔﾏｻ 5月分	広島銀行② CB 仕課内10	陸送費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	303	2025-06-30	8520		広島銀行② 本社 対象外	広島ﾚﾝﾀｶｰ協会 令和７年会費 第1期 広島ﾚﾝﾀｶｰ協会 令和７年会費 第1期 諸会費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	306	2025-06-30	10298704	ｺﾝｸｴｽﾄ様 5月分相殺	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	309	2025-06-30	394668	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	311	2025-06-30	2179160	笠信 長期借入金 長期借入金 笠信2億 1.670.0	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	318	2025-06-30	521103	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	320	2025-06-30	240609	長期借入返済 一年内長期借入金 広島238000	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	226	2025-07-02	50611	ﾄﾖﾀﾌｧｲﾅﾝｽ ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	521	2025-07-02	8000	笠信 収入印紙 笠信 収入印紙	笠岡信用組合 印紙 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	222	2025-07-03	12470891	笠信短期借入 1250万 笠信短期借入 1250万	笠岡信用組合 笠信 1,250万	短期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	227	2025-07-03	13560539	ｽﾄﾛﾝｸﾞﾏｳﾝﾃﾝ様 ｹﾞﾚﾝﾃﾞ CH3797 ｽﾄﾛﾝｸﾞﾏｳﾝﾃﾝ様 ｹﾞﾚﾝﾃﾞ CH3797	広島銀行② 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	232	2025-07-04	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	233	2025-07-04	88000	未来経営 6月分 未来経営 6月分	笠岡信用組合 本社 仕共内10	顧問料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	242	2025-07-04	5731590	買掛金 車両	ｼﾞｬｶﾞｰFﾀｲﾌﾟ 広島銀行②	㈱ｺﾝｸｴｽﾄ様 安藤高志様 BMWﾐﾆ 7592 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	246	2025-07-07	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	261	2025-07-07	1000000	もみじへ資金移動	もみじ福山支店 広島(蔵王) CB	広銀蔵王よりもみじへ資金移動資金移動 普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	264	2025-07-08	107800	住民税 6月分 尾道市 福山市 住民税 6月分 尾道市 福山市	もみじ福山支店 住民税	預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	265	2025-07-08	354024	㈲皿谷ﾓｰﾀｰｽ様 SB23812 小切手にて ㈲皿谷ﾓｰﾀｰｽ様 SB23812 小切手にて	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	258	2025-07-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	259	2025-07-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	260	2025-07-10	11880	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	262	2025-07-10	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	6	266	2025-07-10	330	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	267	2025-07-10	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	270	2025-07-10	149104	給与 宮崎亜希子 6月分 給与 宮崎亜希子 6月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	271	2025-07-10	185637	給与 但井智哉 6月分 給与 但井智哉 6月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	272	2025-07-10	201239	給与 鳥越翔太 6月分 給与 鳥越翔太 6月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	273	2025-07-10	125064	給与 藤本吉則 6月分 給与 藤本吉則 6月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	274	2025-07-10	11346592	16,251,148	5809 ㈱ｼﾞｬｯｸｽ 広島銀行② 車両	オコエ瑠偉 MB/Gｸﾗｽ W1N4633502X3958 オコエ瑠偉 MB/Gｸﾗｽ W1N4633502X39 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	275	2025-07-10	953408	15,297,740 09	広島銀行② 車両	オコエ瑠偉 MB/Gｸﾗｽ W1N4633502X3958 オコエ瑠偉 MB/Gｸﾗｽ W1N4633502X3958 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	276	2025-07-10	671890	髙田自動車 6月分 髙田自動車 6月分	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	281	2025-07-10	126705	給与 木本理恵子 6月分 給与 木本理恵子 6月分	もみじ福山支店 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	284	2025-07-10	214610	給与 橋本慎吾社長 6月分 給与 橋本慎吾社長 6月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	346	2025-07-10	192090	原材料・仕掛品	23765、他 もみじ福山支店	ﾀﾞｲﾅｰｽﾞ 5/11 ﾗｲﾄｺﾚｸｼｮﾝ楽天市場 SB 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	360	2025-07-10	662909	短期借入金 橋本慎吾	田ｵｰﾅｰ 手土産代、他 笠岡信用組合	ﾀﾞｲﾅｰｽ 5/23 白ﾊﾞﾗ 駅前店/NFC 松 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	470	2025-07-10	174969	ﾀﾞｲﾅｰｽ 5/20 福山ｶﾞｽ ｶﾞｽ代、他 本社 水道光熱費 ガス料金31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	522	2025-07-10	116095	笠信 貸付利息 笠信 貸付利息	笠岡信用組合 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	293	2025-07-11	6855439	ｵﾘｺ 泉貴之様 CH3788 ｵﾘｺ 泉貴之様 CH3788	もみじ福山支店 車両	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	294	2025-07-11	130000	福山赤坂ﾛｰﾀﾘｰｸﾗﾌﾞ 前期会費、予納金 本社 諸会費	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	307	2025-07-11	3662150		払い分 返金 払い分 返金 広島銀行② その他	㈱ｺﾝｸｴｽﾄ様 ｼﾞｬｶﾞｰFﾀｲﾌﾟ 3292 7/4支 ㈱ｺﾝｸｴｽﾄ様 ｼﾞｬｶﾞｰFﾀｲﾌﾟ 3292 7/4支 07/14 仮払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	324	2025-07-11	100000		険金橋本祥子 険金橋本祥子 もみじ福山支店 その他 本社 対象外	東京海上日動あんしん生命 医療総合保 東京海上日動あんしん生命 医療総合保 雑収入	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	335	2025-07-11	15493	CB 事務所維持費 その他	ｲﾀｰ ｽﾄﾛｰ ｺﾞﾐ袋、他 広島銀行②	ｱｽｸﾙ 6月 ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ 滑り止めﾏ ﾊ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	328	2025-07-15	71023	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	330	2025-07-15	17220	ｷﾑﾗﾕﾆﾃｨ様 SB23815/23945/23980 ｷﾑﾗﾕﾆﾃｨ様 SB23815/23945/23980	もみじ福山支店 整備	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	332	2025-07-15	214947		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	333	2025-07-15	18593	東京海上日動 代理店保険手数料 東京海上日動 代理店保険手数料	中国銀行 CB 売内10	保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	338	2025-07-17	700000	橋本祥子取締役 仮受金 橋本祥子取締役 仮受金	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	345	2025-07-18	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	7	351	2025-07-18	556000	R7 固定資産税第二期 福山 R7 固定資産税第二期 福山	もみじ福山支店 固定,償却資産税 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	357	2025-07-22	41203	オリコ 泉貴之キックバック オリコ 泉貴之キックバック	もみじ福山支店 キックハ゛ ック1 CB 売内10	受取手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	358	2025-07-23	15072	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	359	2025-07-23	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）6月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）6月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	356	2025-07-24	6076650	USS大阪 ｱﾙﾌｧｰﾄﾞ0021265	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	361	2025-07-24	150700		車自由入庫1年間ﾌﾟﾗﾝ保証 車自由入庫1年間ﾌﾟﾗﾝ保証 広島銀行② 車両	ﾌﾟﾚﾐｱﾜﾗﾝﾃｨｻｰﾋﾞｽ㈱様 ﾎﾟﾙｼｪﾏｶﾝ 輸入 ﾌﾟﾚﾐｱﾜﾗﾝﾃｨｻｰﾋﾞｽ㈱様 ﾎﾟﾙｼｪﾏｶﾝ 輸入 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	363	2025-07-24	67666	本社 支払保険料 三井住友海上34	対物保険 中国銀行	三井住友海上火災保険㈱ 販売車 対人 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	380	2025-07-24	60613		.6月 .6月 笠岡信用組合 CB 対象外	鳥越翔太さん 立替分 2023.3月～2024 鳥越翔太さん 立替分 2023.3月～2024 07/25 雑費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	383	2025-07-24	220000	ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20	笠岡信用組合 合同会社 Soleil CB 仕課内10	リース料（販）	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	394	2025-07-24	200000	短期借入金 橋本慎吾	円 社長経費 もみじ福山支店	もみじより現金へ資金移動 内 73,751 07/27 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	405	2025-07-24	220	もみじATM引落 手数料 もみじATM引落 手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	390	2025-07-28	84678	富士生命 富士生命	笠岡信用組合 ＦＷＤ富士生命 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	393	2025-07-28	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	396	2025-07-28	1829	まるとく 本社ｺﾋﾟｰ機 まるとく 本社ｺﾋﾟｰ機	もみじ福山支店 その他31 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	397	2025-07-28	3900	中国新聞 中国新聞	もみじ福山支店 本社 軽仕共内8	新聞図書費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	398	2025-07-28	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	399	2025-07-28	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	400	2025-07-28	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	401	2025-07-28	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	403	2025-07-28	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	404	2025-07-28	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	406	2025-07-28	172790	三井住友海上 損害保険 三井住友海上 損害保険	笠岡信用組合 三井住友海上34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	407	2025-07-28	44360	ｿﾌﾄﾊﾞﾝｸ㈱ 6月分 ｿﾌﾄﾊﾞﾝｸ㈱ 6月分	広島銀行② 本社 仕共内10	通信費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	408	2025-07-28	1716	ﾔﾏﾄ運輸 6月分 ﾔﾏﾄ運輸 6月分	広島銀行② CB 仕課内10	運賃	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	413	2025-07-31	104041	笠信 貸付利息 笠信 貸付利息	笠岡信用組合 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	416	2025-07-31	716858	社会保険料 6月分 社会保険料 6月分	笠岡信用組合 社会保険料 本社	法定福利費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	8	422	2025-07-31	250224	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	423	2025-07-31	589059	中銀ｶｰﾄﾞ JCB	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	424	2025-07-31	7130421		ﾏｰﾄｼｽﾃﾑｽﾞ ﾏｰﾄｼｽﾃﾑｽﾞ もみじ福山支店 車両	カ)オリコオ－トリ－ス ㈱ﾌﾞﾙｰｵｰｼｬﾝｽ カ)オリコオ－トリ－ス ㈱ﾌﾞﾙｰｵｰｼｬﾝｽ 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	425	2025-07-31	31561	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	426	2025-07-31	404000	長期借入返済 長期借入返済	もみじ福山支店 もみじ404000	長期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	427	2025-07-31	49753	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	428	2025-07-31	890000	長期借入返済 長期借入返済	もみじ福山支店 もみじ890000	長期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	429	2025-07-31	138271	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	9	430	2025-07-31	2200	ﾋﾞｰﾌｨｰﾙﾄﾞ ﾋﾞｰﾌｨｰﾙﾄﾞ	もみじ福山支店 コアシステムス゛本社 仕共内10	事務所維持費	embedded_text
